chr	start	end	name	strand	source	rank_peco	pve_peco
hsX	118749687	118827333	SEPT6	-	H. sapiens	9094	5.19892890784579e-05
hs19	10416103	10426691	FDX1L	-	H. sapiens	9095	5.19666333417268e-05
hs18	44633774	44676891	HDHD2	-	H. sapiens	9096	5.19625950333724e-05
hs16	88718343	88729569	MVD	-	H. sapiens	9097	5.19393574777149e-05
hs16	69389464	69442474	TERF2	-	H. sapiens	9098	5.18844953029118e-05
hs10	16632610	16859527	RSU1	-	H. sapiens	9099	5.18635346351548e-05
hs14	90261013	90421121	EFCAB11	-	H. sapiens	9100	5.18273652275747e-05
hs11	18343842	18388591	GTF2H1	+	H. sapiens	9101	5.17921340689176e-05
hs2	128603840	128615731	POLR2D	-	H. sapiens	9102	5.17736146968817e-05
hs10	105348285	105615301	SH3PXD2A	-	H. sapiens	9103	5.17573759347689e-05
hs19	39306062	39322645	ECH1	-	H. sapiens	9104	5.17545362820337e-05
hs10	111756126	111895323	ADD3	+	H. sapiens	9105	5.17203065966143e-05
hs6	13786789	13814800	MCUR1	-	H. sapiens	9106	5.17175197135566e-05
hs4	119606523	119636588	METTL14	+	H. sapiens	9107	5.17164021454075e-05
hs13	77564795	77576652	CLN5	+	H. sapiens	9108	5.17034634132107e-05
hsX	51546103	51645453	MAGED1	+	H. sapiens	9109	5.16615538284082e-05
hs15	63613577	63674360	CA12	-	H. sapiens	9110	5.16294395519479e-05
hs1	212606229	212619714	NENF	+	H. sapiens	9111	5.16041128703071e-05
hs8	41786997	41909508	KAT6A	-	H. sapiens	9112	5.16012175112435e-05
hs17	5374571	5390131	DERL2	-	H. sapiens	9113	5.15221693390133e-05
hs1	205758221	205782876	SLC41A1	-	H. sapiens	9114	5.15152171745026e-05
hs9	128509624	128729656	PBX3	+	H. sapiens	9115	5.14046013713187e-05
hs4	118954773	119179803	NDST3	+	H. sapiens	9116	5.13438480169714e-05
hs7	75046066	75115548	POM121C	-	H. sapiens	9117	5.13116053381113e-05
hs8	79578282	79632000	ZC2HC1A	+	H. sapiens	9118	5.12663057488094e-05
hs12	56295197	56326402	WIBG	-	H. sapiens	9119	5.12262980892908e-05
hs19	8645126	8675620	ADAMTS10	-	H. sapiens	9120	5.12161223982233e-05
hs7	100770370	100782547	SERPINE1	+	H. sapiens	9121	5.11825446722902e-05
hs1	12907261	12908578	HNRNPCL1	-	H. sapiens	9122	5.11742069329024e-05
hs21	47581062	47604390	SPATC1L	-	H. sapiens	9123	5.11653396977341e-05
hs1	33207486	33240571	KIAA1522	+	H. sapiens	9124	5.11453907379167e-05
hs1	151742583	151763892	TDRKH	-	H. sapiens	9125	5.11272825395315e-05
hsX	152853377	152865500	FAM58A	-	H. sapiens	9126	5.10982691955819e-05
hs11	46417964	46615675	AMBRA1	-	H. sapiens	9127	5.10872650931748e-05
hs17	74466973	74497872	RHBDF2	-	H. sapiens	9128	5.1068513102992e-05
hs16	53467889	53525561	RBL2	+	H. sapiens	9129	5.10060649545618e-05
hs4	186080819	186130658	KIAA1430	-	H. sapiens	9130	5.09947425791912e-05
hs16	87635441	87731762	JPH3	+	H. sapiens	9131	5.09678506882549e-05
hs15	44096690	44117000	MFAP1	-	H. sapiens	9132	5.09364948266811e-05
hs6	159186773	159240444	EZR	-	H. sapiens	9133	5.09214614953235e-05
hs13	28519343	28519727	ATP5EP2	+	H. sapiens	9134	5.09132818327096e-05
hs2	176788620	176867567	KIAA1715	-	H. sapiens	9135	5.08890647276106e-05
hs1	48226200	48462567	TRABD2B	-	H. sapiens	9136	5.08832059844533e-05
hs6	36095586	36107842	MAPK13	+	H. sapiens	9137	5.08818380600129e-05
hs11	66104804	66112596	BRMS1	-	H. sapiens	9138	5.08788152566719e-05
hs19	17160539	17186435	HAUS8	-	H. sapiens	9139	5.08664346543508e-05
hsX	37696010	37706890	DYNLT3	-	H. sapiens	9140	5.08480130732014e-05
hs3	138327448	138352218	FAIM	+	H. sapiens	9141	5.07932770467123e-05
hs20	32077881	32237842	CBFA2T2	+	H. sapiens	9142	5.07024032949666e-05
hs6	89319985	89673348	RNGTT	-	H. sapiens	9143	5.06921863695498e-05
hs17	40118759	40129749	CNP	+	H. sapiens	9144	5.06617358859707e-05
hs1	65298912	65432187	JAK1	-	H. sapiens	9145	5.06397950232884e-05
hs15	51200869	51298097	AP4E1	+	H. sapiens	9146	5.05733017843735e-05
hs12	2904119	2914576	FKBP4	+	H. sapiens	9147	5.05602057544463e-05
hs3	136581050	136668665	NCK1	+	H. sapiens	9148	5.05048782285522e-05
hs19	2732202	2740150	SLC39A3	-	H. sapiens	9149	5.04852874042561e-05
hs2	224616403	224702744	AP1S3	-	H. sapiens	9150	5.04765473315905e-05
hs3	180319918	180335616	TTC14	+	H. sapiens	9151	5.045165122608e-05
hs1	156163880	156182587	SLC25A44	+	H. sapiens	9152	5.0448708459494e-05
hs14	50575350	50583318	VCPKMT	-	H. sapiens	9153	5.04444202303889e-05
hs1	246703862	246729626	TFB2M	-	H. sapiens	9154	5.04408498389619e-05
hs12	39040624	39301232	CPNE8	-	H. sapiens	9155	5.03361875983099e-05
hs12	81186299	81331704	LIN7A	-	H. sapiens	9156	5.02459708443537e-05
hs18	11688955	11885684	GNAL	+	H. sapiens	9157	5.01624031109538e-05
hs10	90033621	90344287	RNLS	-	H. sapiens	9158	5.01333762925604e-05
hs6	46671938	46703430	PLA2G7	-	H. sapiens	9159	5.0125383089572e-05
hs12	56710007	56727837	PAN2	-	H. sapiens	9160	5.01239983268231e-05
hs12	54969171	54982443	PPP1R1A	-	H. sapiens	9161	5.0096149385781e-05
hs18	29598335	29653176	RNF125	+	H. sapiens	9162	5.00668435287066e-05
hs17	27400528	27507430	MYO18A	-	H. sapiens	9163	5.00221409781565e-05
hs16	18511182	18573533	NOMO2	-	H. sapiens	9164	5.0002850994324e-05
hs8	141521397	141527236	CHRAC1	+	H. sapiens	9165	4.99906806630257e-05
hs1	203595689	203713209	ATP2B4	+	H. sapiens	9166	4.9956872416268e-05
hs9	123837141	123939888	CNTRL	+	H. sapiens	9167	4.99482187390488e-05
hs1	47023090	47082515	MKNK1	-	H. sapiens	9168	4.98999751059603e-05
hs1	1152288	1167411	SDF4	-	H. sapiens	9169	4.98914184738908e-05
hs14	23067146	23081265	ABHD4	+	H. sapiens	9170	4.98882425763458e-05
hs1	153901977	153919172	DENND4B	-	H. sapiens	9171	4.98446504380023e-05
hs7	102113565	102119354	POLR2J	-	H. sapiens	9172	4.9833319830217e-05
hs2	187454792	187545628	ITGAV	+	H. sapiens	9173	4.98051240364061e-05
hs2	70523107	70529222	FAM136A	-	H. sapiens	9174	4.97409550276329e-05
hs17	62224587	62340661	TEX2	-	H. sapiens	9175	4.97255250823114e-05
hsX	30671476	30748725	GK	+	H. sapiens	9176	4.96719792547617e-05
hs8	66514694	66546442	ARMC1	-	H. sapiens	9177	4.9666718425101e-05
hs5	176074388	176086058	TSPAN17	+	H. sapiens	9178	4.96615483163154e-05
hs11	45261852	45307870	SYT13	-	H. sapiens	9179	4.96175463733373e-05
hs6	96025419	96057333	MANEA	+	H. sapiens	9180	4.95778556325321e-05
hs19	47906381	47922780	MEIS3	-	H. sapiens	9181	4.94902322705215e-05
hs4	25749055	25865382	SEL1L3	-	H. sapiens	9182	4.94469446842283e-05
hs5	70883115	70954531	MCCC2	+	H. sapiens	9183	4.93981830348433e-05
hs2	74759541	74782817	LOXL3	-	H. sapiens	9184	4.92711492313669e-05
hs6	30710976	30712331	IER3	-	H. sapiens	9185	4.92544314166787e-05
hs20	5931298	5975852	MCM8	+	H. sapiens	9186	4.91413230271354e-05
hs13	114239013	114295785	TFDP1	+	H. sapiens	9187	4.91182172132065e-05
hs7	151722759	151819425	GALNT11	+	H. sapiens	9188	4.89906447901367e-05
hs2	150186499	150330662	LYPD6	+	H. sapiens	9189	4.8861559061919e-05
hs10	101909851	101948091	ERLIN1	-	H. sapiens	9190	4.88580448955167e-05
hs3	125247702	125313934	OSBPL11	-	H. sapiens	9191	4.88558157165642e-05
hs11	126138950	126148026	FOXRED1	+	H. sapiens	9192	4.87104939932426e-05
hs15	71389291	72075722	THSD4	+	H. sapiens	9193	4.87094065839688e-05
hs3	149036285	149052201	TM4SF18	-	H. sapiens	9194	4.87059417149105e-05
hs11	93474757	93497915	C11orf54	+	H. sapiens	9195	4.87057559552806e-05
hsX	46433219	46457843	CHST7	+	H. sapiens	9196	4.86820134354415e-05
hs4	4269428	4291896	LYAR	-	H. sapiens	9197	4.86315960478434e-05
hs16	67973653	67978034	LCAT	-	H. sapiens	9198	4.86207384243764e-05
hs1	116184574	116240845	VANGL1	+	H. sapiens	9199	4.85834850600941e-05
hs7	139025105	139108198	C7orf55-LUC7L2	+	H. sapiens	9200	4.85801691431087e-05
hs3	121554030	121605373	EAF2	+	H. sapiens	9201	4.85467129356376e-05
hs4	159122756	159176563	TMEM144	+	H. sapiens	9202	4.8519627392607e-05
hs8	145159402	145162514	MAF1	+	H. sapiens	9203	4.84302035840267e-05
hs2	37477645	37551951	PRKD3	-	H. sapiens	9204	4.84080239816498e-05
hs19	48673949	48700877	C19orf68	+	H. sapiens	9205	4.8360967442318e-05
hs6	10694928	10710015	PAK1IP1	+	H. sapiens	9206	4.8323801115191e-05
hs19	35168544	35177302	ZNF302	+	H. sapiens	9207	4.82669593886431e-05
hs1	210111538	210337636	SYT14	+	H. sapiens	9208	4.82377981815274e-05
hs19	14072350	14117851	RFX1	-	H. sapiens	9209	4.82121049748541e-05
hs10	92979908	93044088	PCGF5	+	H. sapiens	9210	4.8210455848241e-05
hs5	148651434	148721365	AFAP1L1	+	H. sapiens	9211	4.8204116124162e-05
hs1	156005092	156023585	UBQLN4	-	H. sapiens	9212	4.81659495161768e-05
hs11	7686331	7698453	CYB5R2	-	H. sapiens	9213	4.81100747936614e-05
hs7	45039074	45116068	CCM2	+	H. sapiens	9214	4.80937581586183e-05
hs17	72983727	73001895	CDR2L	+	H. sapiens	9215	4.80832623492855e-05
hs2	210886147	211036107	KANSL1L	-	H. sapiens	9216	4.80790097052708e-05
hs16	11641853	11730237	LITAF	-	H. sapiens	9217	4.80472068786764e-05
hs8	144873090	144897549	SCRIB	-	H. sapiens	9218	4.79964060914329e-05
hs1	237205505	237997288	RYR2	+	H. sapiens	9219	4.79928675407582e-05
hs1	39303870	39325495	RRAGC	-	H. sapiens	9220	4.78841499065297e-05
hs2	130831108	130886795	POTEF	-	H. sapiens	9221	4.78346856123135e-05
hs9	35792151	35809729	NPR2	+	H. sapiens	9222	4.78284031939502e-05
hsX	43515467	43606068	MAOA	+	H. sapiens	9223	4.78194169095669e-05
hs11	133938820	134021896	JAM3	+	H. sapiens	9224	4.78191616557488e-05
hs8	62413116	62627155	ASPH	-	H. sapiens	9225	4.78013803900668e-05
hsX	38660685	38665790	MID1IP1	+	H. sapiens	9226	4.77649562427018e-05
hs3	100053545	100075710	NIT2	+	H. sapiens	9227	4.77296145343642e-05
hs16	11844442	11891123	ZC3H7A	-	H. sapiens	9228	4.76781100932078e-05
hs11	34127149	34169217	NAT10	+	H. sapiens	9229	4.76299389816637e-05
hs7	135046547	135194875	CNOT4	-	H. sapiens	9230	4.75540865461088e-05
hs7	588834	767287	PRKAR1B	-	H. sapiens	9231	4.74148015904285e-05
hs5	159820155	159827104	C5orf54	-	H. sapiens	9232	4.7406618554513e-05
hs19	10812106	10824113	QTRT1	+	H. sapiens	9233	4.74009441371326e-05
hs11	818902	825573	PNPLA2	+	H. sapiens	9234	4.73737316832867e-05
hs6	17600586	17611950	FAM8A1	+	H. sapiens	9235	4.7368914406376e-05
hs5	133291201	133304478	C5orf15	-	H. sapiens	9236	4.72515411538144e-05
hs15	42834720	42841000	LRRC57	-	H. sapiens	9237	4.72444607695355e-05
hs11	108376158	108464465	EXPH5	-	H. sapiens	9238	4.72027378267681e-05
hs8	8859657	8974256	ERI1	+	H. sapiens	9239	4.7148848065226e-05
hs11	18551156	18610294	UEVLD	-	H. sapiens	9240	4.71118872870102e-05
hs17	41605212	41656988	ETV4	-	H. sapiens	9241	4.70999346126044e-05
hs3	39093489	39138155	WDR48	+	H. sapiens	9242	4.70902196763046e-05
hs5	149781200	149792492	CD74	-	H. sapiens	9243	4.70666204845926e-05
hs5	141016517	141020644	RELL2	+	H. sapiens	9244	4.70646652932505e-05
hs19	41172596	41196877	NUMBL	-	H. sapiens	9245	4.70340349237874e-05
hs1	65886248	66107242	LEPR	+	H. sapiens	9246	4.7017293930196e-05
hs8	101162812	101166230	POLR2K	+	H. sapiens	9247	4.69860488317986e-05
hs9	25676396	25678856	TUSC1	-	H. sapiens	9248	4.6969893517157e-05
hs6	37321748	37362514	RNF8	+	H. sapiens	9249	4.68597121469072e-05
hs10	13359424	13390297	SEPHS1	-	H. sapiens	9250	4.67671814188275e-05
hs19	13317256	13734804	CACNA1A	-	H. sapiens	9251	4.67537608359603e-05
hs9	136215069	136218281	RPL7A	+	H. sapiens	9252	4.67347814403496e-05
hs6	16299343	16761722	ATXN1	-	H. sapiens	9253	4.66947082096159e-05
hs21	33683329	33765335	URB1	-	H. sapiens	9254	4.66027650106726e-05
hs22	39925098	39928860	RPS19BP1	-	H. sapiens	9255	4.64797871843059e-05
hsX	13752832	13787480	OFD1	+	H. sapiens	9256	4.63953301761411e-05
hs7	93592074	93633694	BET1	-	H. sapiens	9257	4.63327574247163e-05
hs11	694438	727727	EPS8L2	+	H. sapiens	9258	4.63176664926568e-05
hs12	6308881	6347425	CD9	+	H. sapiens	9259	4.62183026694873e-05
hs20	36611409	36661870	TTI1	-	H. sapiens	9260	4.62084757942849e-05
hs12	31944123	31945175	H3F3C	-	H. sapiens	9261	4.6204946870132e-05
hs17	15531274	15587625	TRIM16	-	H. sapiens	9262	4.61897145194179e-05
hs1	109852192	109940573	SORT1	-	H. sapiens	9263	4.61844580865733e-05
hs17	10600911	10614550	ADPRM	+	H. sapiens	9264	4.61832864278033e-05
hs16	67918708	67922758	NRN1L	+	H. sapiens	9265	4.61508712595871e-05
hs7	65425671	65447301	GUSB	-	H. sapiens	9266	4.61479431933531e-05
hs17	46908350	46943884	CALCOCO2	+	H. sapiens	9267	4.61142708964024e-05
hs17	41177258	41184057	RND2	+	H. sapiens	9268	4.61111771667966e-05
hs17	48620419	48633213	SPATA20	+	H. sapiens	9269	4.60779312353443e-05
hs1	25549170	25558993	SYF2	-	H. sapiens	9270	4.60180164207902e-05
hs1	20209006	20239438	OTUD3	+	H. sapiens	9271	4.59449777923115e-05
hs5	122358945	122372436	PPIC	-	H. sapiens	9272	4.58963439254889e-05
hs11	47586982	47595013	PTPMT1	+	H. sapiens	9273	4.58779419684197e-05
hs8	56608983	56685966	TMEM68	-	H. sapiens	9274	4.58164438806863e-05
hs11	33278218	33378569	HIPK3	+	H. sapiens	9275	4.58068876425521e-05
hs16	3179778	3192806	ZNF213	+	H. sapiens	9276	4.57655963561621e-05
hs16	2205699	2228130	TRAF7	+	H. sapiens	9277	4.55990661476502e-05
hs17	38175350	38217468	MED24	-	H. sapiens	9278	4.55159562855467e-05
hs13	41701705	41706882	KBTBD6	-	H. sapiens	9279	4.5488773028346e-05
hs12	118501398	118573831	VSIG10	-	H. sapiens	9280	4.54762375051709e-05
hs17	79523913	79615495	NPLOC4	-	H. sapiens	9281	4.54150803173015e-05
hs16	74907468	75034071	WDR59	-	H. sapiens	9282	4.54030689797102e-05
hs1	178994939	179045697	FAM20B	+	H. sapiens	9283	4.53464921932323e-05
hs15	62682725	63136830	TLN2	+	H. sapiens	9284	4.53306706291734e-05
hs2	192542794	192561385	NABP1	+	H. sapiens	9285	4.53178661470321e-05
hs19	14519631	14530192	DDX39A	-	H. sapiens	9286	4.52764927854066e-05
hs17	77085427	77613550	RBFOX3	-	H. sapiens	9287	4.52623648306005e-05
hs13	113862552	113919399	CUL4A	+	H. sapiens	9288	4.52518890345921e-05
hs17	41476327	41478505	ARL4D	+	H. sapiens	9289	4.51992463069706e-05
hs7	29603427	29606911	PRR15	+	H. sapiens	9290	4.5184083611205e-05
hs8	66629745	66754557	PDE7A	-	H. sapiens	9291	4.51667548602153e-05
hs10	71390007	71393352	C10orf35	+	H. sapiens	9292	4.51601089468401e-05
hs10	94833232	94837647	CYP26A1	+	H. sapiens	9293	4.50979931541085e-05
hs17	63524681	63557765	AXIN2	-	H. sapiens	9294	4.50910164512264e-05
hs2	69622882	69664760	NFU1	-	H. sapiens	9295	4.50476294369118e-05
hs13	103451399	103493885	BIVM	+	H. sapiens	9296	4.50260564275329e-05
hs8	82192598	82197012	FABP5	+	H. sapiens	9297	4.50135736050905e-05
hs17	7758383	7759417	TMEM88	+	H. sapiens	9298	4.50128556996887e-05
hs18	21032787	21066567	RIOK3	+	H. sapiens	9299	4.48972568946049e-05
hs3	192514604	192635950	MB21D2	-	H. sapiens	9300	4.48815907378997e-05
hs17	37824234	37826728	PNMT	+	H. sapiens	9301	4.47634091796933e-05
hs5	150070356	150080669	RBM22	-	H. sapiens	9302	4.47170457101853e-05
hs1	144836157	145076186	PDE4DIP	-	H. sapiens	9303	4.47016236539977e-05
hs1	150933059	150947479	CERS2	-	H. sapiens	9304	4.46932302679004e-05
hs18	54264439	54318831	TXNL1	-	H. sapiens	9305	4.4688287879624e-05
hs11	71713910	71791739	NUMA1	-	H. sapiens	9306	4.46823651210071e-05
hs2	191829084	191885686	STAT1	-	H. sapiens	9307	4.46661106507928e-05
hs4	4349867	4420785	NSG1	+	H. sapiens	9308	4.45971986045013e-05
hs7	107531415	107572175	DLD	+	H. sapiens	9309	4.45436866437499e-05
hs9	114659046	114697649	UGCG	+	H. sapiens	9310	4.45417249871349e-05
hs1	230193536	230417870	GALNT2	+	H. sapiens	9311	4.45085528887335e-05
hs14	57735627	57756797	AP5M1	+	H. sapiens	9312	4.44892926617646e-05
hs11	65154070	65180996	FRMD8	+	H. sapiens	9313	4.44780061935601e-05
hs1	43849588	43855479	MED8	-	H. sapiens	9314	4.4395091651328e-05
hsX	51927919	51935364	MAGED4	+	H. sapiens	9315	4.43905104015041e-05
hs3	190231840	190375843	IL1RAP	+	H. sapiens	9316	4.436643199901e-05
hs19	10663761	10676713	KRI1	-	H. sapiens	9317	4.43550361963752e-05
hs9	101569981	101612363	GALNT12	+	H. sapiens	9318	4.41908466394247e-05
hs11	123594885	123612383	ZNF202	-	H. sapiens	9319	4.41356738511978e-05
hs9	124894745	124922098	NDUFA8	-	H. sapiens	9320	4.40974984066145e-05
hs19	46800303	46846690	HIF3A	+	H. sapiens	9321	4.39906496454423e-05
hs12	3186521	3395730	TSPAN9	+	H. sapiens	9322	4.38647787439628e-05
hs13	27131840	27263085	WASF3	+	H. sapiens	9323	4.38609017687774e-05
hsX	134184962	134186226	FAM127B	-	H. sapiens	9324	4.38415393269054e-05
hs10	5903580	5931869	ANKRD16	-	H. sapiens	9325	4.38365551497233e-05
hs6	146864829	146876101	RAB32	+	H. sapiens	9326	4.37936962452978e-05
hs12	112079950	112123790	BRAP	-	H. sapiens	9327	4.371231069078e-05
hs2	27440258	27466811	CAD	+	H. sapiens	9328	4.37114681676176e-05
hs4	13570362	13629347	BOD1L1	-	H. sapiens	9329	4.3710630730831e-05
hs13	103436631	103451357	KDELC1	-	H. sapiens	9330	4.37063145994898e-05
hs16	89679716	89704839	DPEP1	+	H. sapiens	9331	4.3582194882652e-05
hs19	14800613	14844558	ZNF333	+	H. sapiens	9332	4.35801776287326e-05
hs19	4675236	4724685	DPP9	-	H. sapiens	9333	4.34551740183808e-05
hs11	64126620	64139687	RPS6KA4	+	H. sapiens	9334	4.34355475036341e-05
hs14	102430865	102517129	DYNC1H1	+	H. sapiens	9335	4.34073318803518e-05
hs1	235272651	235292251	TOMM20	-	H. sapiens	9336	4.3405528684981e-05
hs19	12035883	12061588	ZNF700	+	H. sapiens	9337	4.33464845120968e-05
hs6	26124373	26139344	HIST1H2AC	+	H. sapiens	9338	4.32986391003531e-05
hs3	25639475	25706398	TOP2B	-	H. sapiens	9339	4.32610420074697e-05
hs1	27681675	27693383	MAP3K6	-	H. sapiens	9340	4.32583439474721e-05
hs19	50431959	50437192	ATF5	+	H. sapiens	9341	4.32470675336694e-05
hs4	80822303	81046608	ANTXR2	-	H. sapiens	9342	4.31564944981533e-05
hs11	63580860	63595190	C11orf84	+	H. sapiens	9343	4.31515676274641e-05
hs9	88902648	88969369	ZCCHC6	-	H. sapiens	9344	4.31256234068034e-05
hs1	155112367	155113071	DPM3	-	H. sapiens	9345	4.31251133896637e-05
hs6	36410544	36458920	KCTD20	+	H. sapiens	9346	4.31226496162562e-05
hsX	153126969	153174677	L1CAM	-	H. sapiens	9347	4.31105666865994e-05
hs8	95653302	95719694	ESRP1	+	H. sapiens	9348	4.30956696124696e-05
hs1	84543745	84704181	PRKACB	+	H. sapiens	9349	4.30945167315677e-05
hs8	87497059	87573726	CPNE3	+	H. sapiens	9350	4.30811560873101e-05
hs9	140500106	140509812	ARRDC1	+	H. sapiens	9351	4.3070318395011e-05
hs5	43486803	43515247	C5orf34	-	H. sapiens	9352	4.30536654701941e-05
hs2	43864412	43995126	PLEKHH2	+	H. sapiens	9353	4.30374224095198e-05
hsX	152713124	152760978	HAUS7	-	H. sapiens	9354	4.3024915929446e-05
hs16	30537244	30546668	ZNF747	-	H. sapiens	9355	4.30019813445481e-05
hs3	110788918	110994410	PVRL3	+	H. sapiens	9356	4.297670854847e-05
hs16	84682131	84701292	KLHL36	+	H. sapiens	9357	4.2970492244554e-05
hs11	33762485	33796089	FBXO3	-	H. sapiens	9358	4.29376739745635e-05
hs4	5016313	5021199	CYTL1	-	H. sapiens	9359	4.29212280057545e-05
hs17	46180719	46200436	SNX11	+	H. sapiens	9360	4.29100795266146e-05
hs7	134671259	134832715	AGBL3	+	H. sapiens	9361	4.28700443365626e-05
hs13	113344643	113541482	ATP11A	+	H. sapiens	9362	4.27515536230993e-05
hs19	18683030	18718551	CRLF1	-	H. sapiens	9363	4.27438451656714e-05
hs9	19108373	19149288	PLIN2	-	H. sapiens	9364	4.26807522325712e-05
hs20	48697663	48770335	TMEM189	-	H. sapiens	9365	4.26393526002933e-05
hs15	91541646	91565833	VPS33B	-	H. sapiens	9366	4.26190292849293e-05
hs11	62360686	62369312	MTA2	-	H. sapiens	9367	4.25962262178281e-05
hs19	14543865	14582679	PKN1	+	H. sapiens	9368	4.25940356942878e-05
hs21	47608055	47648738	LSS	-	H. sapiens	9369	4.25824216769843e-05
hs3	15602211	15643338	HACL1	-	H. sapiens	9370	4.25736615163874e-05
hs1	154298029	154323783	ATP8B2	+	H. sapiens	9371	4.25139759656634e-05
hs4	117220016	117221520	MTRNR2L13	+	H. sapiens	9372	4.24625551697089e-05
hs12	133707161	133736051	ZNF10	+	H. sapiens	9373	4.24322016935319e-05
hs11	83166055	85338966	DLG2	-	H. sapiens	9374	4.22763985848951e-05
hs8	11700033	11726957	CTSB	-	H. sapiens	9375	4.22675059245092e-05
hs16	20817751	20860987	AC004381.6	+	H. sapiens	9376	4.22410216792679e-05
hs1	145209119	145291972	NOTCH2NL	+	H. sapiens	9377	4.22310763952272e-05
hs5	177557997	177577566	RMND5B	+	H. sapiens	9378	4.22141900852102e-05
hs10	103867317	103880210	LDB1	-	H. sapiens	9379	4.21889007625742e-05
hs6	43005355	43021683	CUL7	-	H. sapiens	9380	4.21793805363002e-05
hs13	79188426	79233314	RNF219	-	H. sapiens	9381	4.21638362479992e-05
hs9	130267618	130341268	FAM129B	-	H. sapiens	9382	4.21443151649159e-05
hs2	203241659	203432474	BMPR2	+	H. sapiens	9383	4.21428661678824e-05
hs19	17186591	17325346	MYO9B	+	H. sapiens	9384	4.21275992789072e-05
hs12	48147699	48176536	SLC48A1	+	H. sapiens	9385	4.20934305535026e-05
hs1	37940153	37949980	ZC3H12A	+	H. sapiens	9386	4.19879327729911e-05
hs9	139971953	139978991	UAP1L1	+	H. sapiens	9387	4.19591929367025e-05
hs20	20370196	20693131	RALGAPA2	-	H. sapiens	9388	4.18689839714048e-05
hs1	161122566	161128646	UFC1	+	H. sapiens	9389	4.17484298533832e-05
hs10	30722866	30750762	MAP3K8	+	H. sapiens	9390	4.17380729332839e-05
hs19	16660642	16683193	SLC35E1	-	H. sapiens	9391	4.17352700918805e-05
hs5	78668459	78810040	HOMER1	-	H. sapiens	9392	4.1725861082198e-05
hs3	63850233	63989138	ATXN7	+	H. sapiens	9393	4.16888889240852e-05
hs3	164904508	164914897	SLITRK3	-	H. sapiens	9394	4.16188972727216e-05
hs6	86215214	86303874	SNX14	-	H. sapiens	9395	4.16173784254514e-05
hs7	27565061	27702614	HIBADH	-	H. sapiens	9396	4.16078280813803e-05
hs11	72547790	72853306	FCHSD2	-	H. sapiens	9397	4.14959594580155e-05
hs6	13924677	13980533	RNF182	+	H. sapiens	9398	4.14825575273392e-05
hs19	708953	748329	PALM	+	H. sapiens	9399	4.14757654483289e-05
hsX	136648301	136659850	ZIC3	+	H. sapiens	9400	4.14282622120954e-05
hs16	69598997	69738569	NFAT5	+	H. sapiens	9401	4.13993211323405e-05
hs19	41860326	41870078	B9D2	-	H. sapiens	9402	4.13983178594313e-05
hs19	39358470	39368919	RINL	-	H. sapiens	9403	4.13486057116996e-05
hs20	57556263	57570188	NELFCD	+	H. sapiens	9404	4.13459329825505e-05
hs15	40731920	40760441	BAHD1	+	H. sapiens	9405	4.12718389558586e-05
hs18	61056423	61089716	VPS4B	-	H. sapiens	9406	4.1259037777186e-05
hs6	42123144	42147794	GUCA1A	+	H. sapiens	9407	4.12121816513178e-05
hs3	11597544	11762220	VGLL4	-	H. sapiens	9408	4.12042515650635e-05
hs21	47518011	47552763	COL6A2	+	H. sapiens	9409	4.11915013467379e-05
hs3	44540462	44552128	ZNF852	-	H. sapiens	9410	4.11632705433762e-05
hs1	1370241	1378262	VWA1	+	H. sapiens	9411	4.11427205526671e-05
hs2	173940163	174132738	MLTK	+	H. sapiens	9412	4.10944497589716e-05
hs5	172483355	172566291	CREBRF	+	H. sapiens	9413	4.10928982643721e-05
hs20	3127165	3140543	FASTKD5	-	H. sapiens	9414	4.10247389125429e-05
hs7	114562209	114659256	MDFIC	+	H. sapiens	9415	4.10072353128621e-05
hs17	44668035	44834830	NSF	+	H. sapiens	9416	4.09512714945048e-05
hs17	900357	906911	TIMM22	+	H. sapiens	9417	4.09464424914185e-05
hs16	284545	319942	ITFG3	+	H. sapiens	9418	4.09421330614945e-05
hs5	157212751	157286183	CLINT1	-	H. sapiens	9419	4.09410948555289e-05
hs13	77454312	77460540	KCTD12	-	H. sapiens	9420	4.09391323592523e-05
hs4	2939660	2965112	NOP14	-	H. sapiens	9421	4.09078997639645e-05
hs2	26251074	26251481	AC013449.1	-	H. sapiens	9422	4.08802860625279e-05
hs12	32259769	32536567	BICD1	+	H. sapiens	9423	4.08714938697763e-05
hs2	8818975	8824583	ID2	+	H. sapiens	9424	4.08279073695894e-05
hs3	42695176	42709072	ZBTB47	+	H. sapiens	9425	4.07852062047631e-05
hs16	31085743	31095517	ZNF646	+	H. sapiens	9426	4.06740928851068e-05
hs20	56964178	57026157	VAPB	+	H. sapiens	9427	4.06612678920393e-05
hs9	12775020	12822130	LURAP1L	+	H. sapiens	9428	4.06539815421825e-05
hs6	49398073	49430904	MUT	-	H. sapiens	9429	4.05872171744814e-05
hs4	175157809	175205415	FBXO8	-	H. sapiens	9430	4.05823302846997e-05
hs19	33668509	33698694	LRP3	+	H. sapiens	9431	4.05424650603559e-05
hs2	190611386	190627953	OSGEPL1	-	H. sapiens	9432	4.05377656742534e-05
hs5	57749809	57756087	PLK2	-	H. sapiens	9433	4.05117139375966e-05
hs21	46825052	46933634	COL18A1	+	H. sapiens	9434	4.0490172590002e-05
